"term","frequency","density","occurrence"
"mementos",1,1.69402517321407e-05,0.00200400801603206
"memepool",1,1.69402517321407e-05,0.00200400801603206
"memoirs",1,1.69402517321407e-05,0.00200400801603206
"memorandum",2,3.38805034642815e-05,0.00400801603206413
"memorandums",1,1.69402517321407e-05,0.00200400801603206
"memorial",1,1.69402517321407e-05,0.00200400801603206
"memories",2,3.38805034642815e-05,0.00400801603206413
"memory",33,0.000559028307160644,0.0400801603206413
"memri",2,3.38805034642815e-05,0.00400801603206413
"men",6,0.000101641510392844,0.0100200400801603
"menckens",1,1.69402517321407e-05,0.00200400801603206
"mens",1,1.69402517321407e-05,0.00200400801603206
"mental",1,1.69402517321407e-05,0.00200400801603206
"mentally",3,5.08207551964222e-05,0.00601202404809619
"mention",7,0.000118581762124985,0.0140280561122244
"mentioned",13,0.00022022327251783,0.0240480961923848
"mentioning",1,1.69402517321407e-05,0.00200400801603206
"mentionned",1,1.69402517321407e-05,0.00200400801603206
"mentions",1,1.69402517321407e-05,0.00200400801603206
"mentor",1,1.69402517321407e-05,0.00200400801603206
"menu",5,8.47012586607037e-05,0.0100200400801603
"menus",2,3.38805034642815e-05,0.00400801603206413
"mercedes",1,1.69402517321407e-05,0.00200400801603206
"mercenary",1,1.69402517321407e-05,0.00200400801603206
"mercenaryminded",11,0.000186342769053548,0.0180360721442886
"mercury",4,6.7761006928563e-05,0.00400801603206413
"mere",1,1.69402517321407e-05,0.00200400801603206
"merely",7,0.000118581762124985,0.0140280561122244
"merge",2,3.38805034642815e-05,0.00400801603206413
"merger",14,0.00023716352424997,0.00200400801603206
"mergers",2,3.38805034642815e-05,0.00200400801603206
"merges",1,1.69402517321407e-05,0.00200400801603206
"merit",1,1.69402517321407e-05,0.00200400801603206
"merits",1,1.69402517321407e-05,0.00200400801603206
"merriamwebster",1,1.69402517321407e-05,0.00200400801603206
"merrier",1,1.69402517321407e-05,0.00200400801603206
"mesh",9,0.000152462265589267,0.00200400801603206
"meshenabled",2,3.38805034642815e-05,0.00200400801603206
"meshnetworks",3,5.08207551964222e-05,0.00200400801603206
"mesmerizing",1,1.69402517321407e-05,0.00200400801603206
"mess",4,6.7761006928563e-05,0.00801603206412826
"message",110,0.00186342769053548,0.168336673346693
"messageid",4,6.7761006928563e-05,0.00801603206412826
"messagelabs",1,1.69402517321407e-05,0.00200400801603206
"messages",40,0.00067761006928563,0.0480961923847695
"messaging",11,0.000186342769053548,0.0120240480961924
"messagingie",1,1.69402517321407e-05,0.00200400801603206
"messed",1,1.69402517321407e-05,0.00200400801603206
"messenger",13,0.00022022327251783,0.0180360721442886
"messing",2,3.38805034642815e-05,0.00400801603206413
"messmer",1,1.69402517321407e-05,0.00200400801603206
"met",14,0.00023716352424997,0.0180360721442886
"meta",8,0.000135522013857126,0.00400801603206413
"metal",4,6.7761006928563e-05,0.00801603206412826
"meteorite",4,6.7761006928563e-05,0.00200400801603206
"meteors",1,1.69402517321407e-05,0.00200400801603206
"meter",2,3.38805034642815e-05,0.00200400801603206
"meters",1,1.69402517321407e-05,0.00200400801603206
"methadone",1,1.69402517321407e-05,0.00200400801603206
"methamphetamine",2,3.38805034642815e-05,0.00400801603206413
"methane",2,3.38805034642815e-05,0.00200400801603206
"method",8,0.000135522013857126,0.0160320641282565
"methodpost",1,1.69402517321407e-05,0.00200400801603206
"methods",3,5.08207551964222e-05,0.00601202404809619
"metre",3,5.08207551964222e-05,0.00601202404809619
"metro",4,6.7761006928563e-05,0.00801603206412826
"metronom",1,1.69402517321407e-05,0.00200400801603206
"mexico",1,1.69402517321407e-05,0.00200400801603206
"meyssan",1,1.69402517321407e-05,0.00200400801603206
"me˜±e",1,1.69402517321407e-05,0.00200400801603206
"mhparam",1,1.69402517321407e-05,0.00200400801603206
"mhprofile",2,3.38805034642815e-05,0.00200400801603206
"mhz",2,3.38805034642815e-05,0.00200400801603206
"mice",1,1.69402517321407e-05,0.00200400801603206
"micgrangeraolcom",1,1.69402517321407e-05,0.00200400801603206
"michael",19,0.000321864782910674,0.0180360721442886
"michaelconryucdie",2,3.38805034642815e-05,0.00200400801603206
"michaelfresenumerexcom",1,1.69402517321407e-05,0.00200400801603206
"michaelslifcak",1,1.69402517321407e-05,0.00200400801603206
"michel",3,5.08207551964222e-05,0.00601202404809619
"mickey",1,1.69402517321407e-05,0.00200400801603206
"microcashbearersettlementgeodesicfinance",2,3.38805034642815e-05,0.00400801603206413
"microcosm",1,1.69402517321407e-05,0.00200400801603206
"microelectronics",5,8.47012586607037e-05,0.0100200400801603
"microfilter",1,1.69402517321407e-05,0.00200400801603206
"microphone",1,1.69402517321407e-05,0.00200400801603206
"microscopic",2,3.38805034642815e-05,0.00400801603206413
"microsite",1,1.69402517321407e-05,0.00200400801603206
"microsoft",18,0.000304924531178533,0.0280561122244489
"microsoftbr",1,1.69402517321407e-05,0.00200400801603206
"microstructures",2,3.38805034642815e-05,0.00400801603206413
"microsystems",1,1.69402517321407e-05,0.00200400801603206
"mid",1,1.69402517321407e-05,0.00200400801603206
"middle",9,0.000152462265589267,0.0160320641282565
"middleaged",2,3.38805034642815e-05,0.00400801603206413
"middleclass",1,1.69402517321407e-05,0.00200400801603206
"mideast",1,1.69402517321407e-05,0.00200400801603206
"midlands",1,1.69402517321407e-05,0.00200400801603206
"midnineteennineties",1,1.69402517321407e-05,0.00200400801603206
"mids",3,5.08207551964222e-05,0.00601202404809619
"midseptember",1,1.69402517321407e-05,0.00200400801603206
"midst",1,1.69402517321407e-05,0.00200400801603206
"midthcentury",1,1.69402517321407e-05,0.00200400801603206
"miffed",1,1.69402517321407e-05,0.00200400801603206
"might",1,1.69402517321407e-05,0.00200400801603206
"migrant",1,1.69402517321407e-05,0.00200400801603206
"migratable",1,1.69402517321407e-05,0.00200400801603206
"mike",19,0.000321864782910674,0.0200400801603206
"miketechdirtcom",3,5.08207551964222e-05,0.00601202404809619
"mikkelson",1,1.69402517321407e-05,0.00200400801603206
"milan",1,1.69402517321407e-05,0.00200400801603206
"milder",1,1.69402517321407e-05,0.00200400801603206
"mildly",4,6.7761006928563e-05,0.00801603206412826
"mile",7,0.000118581762124985,0.0100200400801603
"miles",7,0.000118581762124985,0.0140280561122244
"militarily",1,1.69402517321407e-05,0.00200400801603206
"military",15,0.000254103775982111,0.0180360721442886
"milk",2,3.38805034642815e-05,0.00400801603206413
"milkywhite",1,1.69402517321407e-05,0.00200400801603206
"mill",1,1.69402517321407e-05,0.00200400801603206
"milled",1,1.69402517321407e-05,0.00200400801603206
"millenium",1,1.69402517321407e-05,0.00200400801603206
"millennium",1,1.69402517321407e-05,0.00200400801603206
"miller",3,5.08207551964222e-05,0.00400801603206413
"millimetres",1,1.69402517321407e-05,0.00200400801603206
"million",39,0.000660669817553489,0.032064128256513
"millions",10,0.000169402517321407,0.0160320641282565
"miltons",1,1.69402517321407e-05,0.00200400801603206
"mime",23,0.000389625789839237,0.0120240480961924
"mimealternativeprefs",1,1.69402517321407e-05,0.00200400801603206
"mimecapable",2,3.38805034642815e-05,0.00200400801603206
"mimedefang",1,1.69402517321407e-05,0.00200400801603206
"mind",18,0.000304924531178533,0.0260521042084168
"mindepth",1,1.69402517321407e-05,0.00200400801603206
"minds",2,3.38805034642815e-05,0.00400801603206413
"mine",6,0.000101641510392844,0.0120240480961924
"mineral",1,1.69402517321407e-05,0.00200400801603206
"mines",1,1.69402517321407e-05,0.00200400801603206
"mini",1,1.69402517321407e-05,0.00200400801603206
"minicom",3,5.08207551964222e-05,0.00400801603206413
"miniitx",2,3.38805034642815e-05,0.00400801603206413
"minimal",1,1.69402517321407e-05,0.00200400801603206
"minimum",1,1.69402517321407e-05,0.00200400801603206
"minister",6,0.000101641510392844,0.0100200400801603
"ministers",1,1.69402517321407e-05,0.00200400801603206
"minor",2,3.38805034642815e-05,0.00400801603206413
"minority",7,0.000118581762124985,0.0100200400801603
"minute",9,0.000152462265589267,0.0160320641282565
"minutes",11,0.000186342769053548,0.0200400801603206
"miracles",1,1.69402517321407e-05,0.00200400801603206
"mirage",1,1.69402517321407e-05,0.00200400801603206
"miranda",1,1.69402517321407e-05,0.00200400801603206
"mirc",1,1.69402517321407e-05,0.00200400801603206
"mirror",1,1.69402517321407e-05,0.00200400801603206
"mirrored",2,3.38805034642815e-05,0.00200400801603206
"mirrors",3,5.08207551964222e-05,0.00601202404809619
"misapprehension",2,3.38805034642815e-05,0.00400801603206413
"misc",9,0.000152462265589267,0.0180360721442886
"miscellaneous",1,1.69402517321407e-05,0.00200400801603206
"misconduct",1,1.69402517321407e-05,0.00200400801603206
"miscues",1,1.69402517321407e-05,0.00200400801603206
"miserable",1,1.69402517321407e-05,0.00200400801603206
"misgiving",1,1.69402517321407e-05,0.00200400801603206
"misha",1,1.69402517321407e-05,0.00200400801603206
"misinformation",1,1.69402517321407e-05,0.00200400801603206
"misrepresented",1,1.69402517321407e-05,0.00200400801603206
"miss",3,5.08207551964222e-05,0.00601202404809619
"missaglia",4,6.7761006928563e-05,0.00400801603206413
"missed",3,5.08207551964222e-05,0.00601202404809619
"missing",6,0.000101641510392844,0.0120240480961924
"mission",1,1.69402517321407e-05,0.00200400801603206
"missionaries",1,1.69402517321407e-05,0.00200400801603206
"missioncritical",1,1.69402517321407e-05,0.00200400801603206
"mississauga",1,1.69402517321407e-05,0.00200400801603206
"misspellings",1,1.69402517321407e-05,0.00200400801603206
"mistake",7,0.000118581762124985,0.0140280561122244
"mistakes",1,1.69402517321407e-05,0.00200400801603206
"mister",1,1.69402517321407e-05,0.00200400801603206
"mistreated",2,3.38805034642815e-05,0.00400801603206413
"mistrust",1,1.69402517321407e-05,0.00200400801603206
"mit",6,0.000101641510392844,0.00601202404809619
"mitigate",1,1.69402517321407e-05,0.00200400801603206
"mix",4,6.7761006928563e-05,0.00801603206412826
"mixed",1,1.69402517321407e-05,0.00200400801603206
"mixing",1,1.69402517321407e-05,0.00200400801603206
"mixture",2,3.38805034642815e-05,0.00400801603206413
"mixup",1,1.69402517321407e-05,0.00200400801603206
"mme",1,1.69402517321407e-05,0.00200400801603206
"mmkay",6,0.000101641510392844,0.0120240480961924
"mmmmmmmmmmm",1,1.69402517321407e-05,0.00200400801603206
"mms",14,0.00023716352424997,0.00801603206412826
"moaby",2,3.38805034642815e-05,0.00200400801603206
"mob",4,6.7761006928563e-05,0.00200400801603206
"mobile",22,0.000372685538107096,0.0240480961923848
"mobility",1,1.69402517321407e-05,0.00200400801603206
"mobo",9,0.000152462265589267,0.00601202404809619
"mock",2,3.38805034642815e-05,0.00400801603206413
"modchip",2,3.38805034642815e-05,0.00400801603206413
"mode",8,0.000135522013857126,0.0140280561122244
"model",26,0.000440446545035659,0.0340681362725451
"modelin",1,1.69402517321407e-05,0.00200400801603206
"modeline",2,3.38805034642815e-05,0.00200400801603206
"modelines",1,1.69402517321407e-05,0.00200400801603206
"modeling",1,1.69402517321407e-05,0.00200400801603206
"modelname",1,1.69402517321407e-05,0.00200400801603206
"models",2,3.38805034642815e-05,0.00400801603206413
"modem",25,0.000423506293303518,0.0280561122244489
"modems",4,6.7761006928563e-05,0.00601202404809619
"moderate",1,1.69402517321407e-05,0.00200400801603206
"modern",8,0.000135522013857126,0.0140280561122244
"modernday",1,1.69402517321407e-05,0.00200400801603206
"modernization",1,1.69402517321407e-05,0.00200400801603206
"modes",6,0.000101641510392844,0.0120240480961924
"modest",4,6.7761006928563e-05,0.00801603206412826
"modesty",1,1.69402517321407e-05,0.00200400801603206
"modicum",3,5.08207551964222e-05,0.00601202404809619
"modification",1,1.69402517321407e-05,0.00200400801603206
"modifications",1,1.69402517321407e-05,0.00200400801603206
"modified",8,0.000135522013857126,0.0160320641282565
"modify",3,5.08207551964222e-05,0.00601202404809619
"modular",2,3.38805034642815e-05,0.00400801603206413
"module",10,0.000169402517321407,0.00801603206412826
"modules",2,3.38805034642815e-05,0.00400801603206413
"modulesconf",1,1.69402517321407e-05,0.00200400801603206
"modusertrack",1,1.69402517321407e-05,0.00200400801603206
"modversionsh",14,0.00023716352424997,0.00400801603206413
"moen",8,0.000135522013857126,0.0120240480961924
"moft",1,1.69402517321407e-05,0.00200400801603206
"moggy",1,1.69402517321407e-05,0.00200400801603206
"mohr",4,6.7761006928563e-05,0.00801603206412826
"molecular",3,5.08207551964222e-05,0.00601202404809619
"molecules",2,3.38805034642815e-05,0.00400801603206413
"mom",1,1.69402517321407e-05,0.00200400801603206
"momala",1,1.69402517321407e-05,0.00200400801603206
"moment",7,0.000118581762124985,0.0140280561122244
"moments",2,3.38805034642815e-05,0.00400801603206413
"mompops",1,1.69402517321407e-05,0.00200400801603206
"moms",1,1.69402517321407e-05,0.00200400801603206
"mon",25,0.000423506293303518,0.0440881763527054
"monalisaoverdrive",1,1.69402517321407e-05,0.00200400801603206
"monastic",1,1.69402517321407e-05,0.00200400801603206
"moncur",1,1.69402517321407e-05,0.00200400801603206
"monday",31,0.000525147803696363,0.0521042084168337
"money",52,0.000880893090071318,0.0601202404809619
"moneypower",1,1.69402517321407e-05,0.00200400801603206
"mongolian",1,1.69402517321407e-05,0.00200400801603206
"monikers",2,3.38805034642815e-05,0.00200400801603206
"monitor",14,0.00023716352424997,0.0100200400801603
"monitored",1,1.69402517321407e-05,0.00200400801603206
"monitoring",2,3.38805034642815e-05,0.00400801603206413
"monitors",5,8.47012586607037e-05,0.0100200400801603
"monkey",26,0.000440446545035659,0.0120240480961924
"monkeys",6,0.000101641510392844,0.0120240480961924
"mono",1,1.69402517321407e-05,0.00200400801603206
"monoculturalism",1,1.69402517321407e-05,0.00200400801603206
"monolithic",3,5.08207551964222e-05,0.00601202404809619
"monopolies",3,5.08207551964222e-05,0.00601202404809619
"monopolized",1,1.69402517321407e-05,0.00200400801603206
"monopoly",4,6.7761006928563e-05,0.00601202404809619
"monster",1,1.69402517321407e-05,0.00200400801603206
"month",23,0.000389625789839237,0.0400801603206413
"montholds",1,1.69402517321407e-05,0.00200400801603206
"months",35,0.000592908810624926,0.0541082164328657
"montoya",1,1.69402517321407e-05,0.00200400801603206
"monument",1,1.69402517321407e-05,0.00200400801603206
"monuments",2,3.38805034642815e-05,0.00200400801603206
"mood",2,3.38805034642815e-05,0.00400801603206413
"moon",10,0.000169402517321407,0.00400801603206413
"mooney",1,1.69402517321407e-05,0.00200400801603206
"moonshine",1,1.69402517321407e-05,0.00200400801603206
"moore",1,1.69402517321407e-05,0.00200400801603206
"moores",1,1.69402517321407e-05,0.00200400801603206
"moors",1,1.69402517321407e-05,0.00200400801603206
"moot",1,1.69402517321407e-05,0.00200400801603206
"mopping",2,3.38805034642815e-05,0.00400801603206413
"moral",3,5.08207551964222e-05,0.00601202404809619
"morally",1,1.69402517321407e-05,0.00200400801603206
"moran",2,3.38805034642815e-05,0.00400801603206413
"morbid",1,1.69402517321407e-05,0.00200400801603206
"more",25,0.000423506293303518,0.0440881763527054
"morehouse",1,1.69402517321407e-05,0.00200400801603206
"moreover",2,3.38805034642815e-05,0.00400801603206413
"morning",10,0.000169402517321407,0.0200400801603206
"moro",1,1.69402517321407e-05,0.00200400801603206
"morris",3,5.08207551964222e-05,0.00200400801603206
"mortgage",1,1.69402517321407e-05,0.00200400801603206
"moscaritolo",1,1.69402517321407e-05,0.00200400801603206
"moscow",5,8.47012586607037e-05,0.00400801603206413
"moscows",1,1.69402517321407e-05,0.00200400801603206
"moskvy",1,1.69402517321407e-05,0.00200400801603206
"mosque",1,1.69402517321407e-05,0.00200400801603206
"most",6,0.000101641510392844,0.00801603206412826
"mostly",5,8.47012586607037e-05,0.00801603206412826
"mot",1,1.69402517321407e-05,0.00200400801603206
"moteran",3,5.08207551964222e-05,0.00200400801603206
"mother",16,0.000271044027714252,0.0240480961923848
"motherboard",1,1.69402517321407e-05,0.00200400801603206
"motherboards",1,1.69402517321407e-05,0.00200400801603206
"motherofthree",1,1.69402517321407e-05,0.00200400801603206
"mothers",5,8.47012586607037e-05,0.00801603206412826
"mothertobe",1,1.69402517321407e-05,0.00200400801603206
"motivate",1,1.69402517321407e-05,0.00200400801603206
"motivated",3,5.08207551964222e-05,0.00200400801603206
"motivation",1,1.69402517321407e-05,0.00200400801603206
"motivational",1,1.69402517321407e-05,0.00200400801603206
"motivations",1,1.69402517321407e-05,0.00200400801603206
"motivator",6,0.000101641510392844,0.0120240480961924
"motives",4,6.7761006928563e-05,0.00801603206412826
"motor",6,0.000101641510392844,0.00801603206412826
"motorcycle",1,1.69402517321407e-05,0.00200400801603206
"motorcycles",1,1.69402517321407e-05,0.00200400801603206
"motorists",1,1.69402517321407e-05,0.00200400801603206
"motorola",1,1.69402517321407e-05,0.00200400801603206
"motors",2,3.38805034642815e-05,0.00400801603206413
"motorway",1,1.69402517321407e-05,0.00200400801603206
"mound",1,1.69402517321407e-05,0.00200400801603206
"mount",5,8.47012586607037e-05,0.00801603206412826
"mountain",9,0.000152462265589267,0.0160320641282565
"mounted",2,3.38805034642815e-05,0.00400801603206413
"mounting",2,3.38805034642815e-05,0.00400801603206413
"mourn",2,3.38805034642815e-05,0.00400801603206413
"mouth",2,3.38805034642815e-05,0.00400801603206413
"move",25,0.000423506293303518,0.0480961923847695
"moved",19,0.000321864782910674,0.0280561122244489
"movement",2,3.38805034642815e-05,0.00400801603206413
"moves",4,6.7761006928563e-05,0.00200400801603206
"movie",4,6.7761006928563e-05,0.00801603206412826
"movieflopping",1,1.69402517321407e-05,0.00200400801603206
"movies",5,8.47012586607037e-05,0.00801603206412826
"moving",13,0.00022022327251783,0.0220440881763527
"moylan",18,0.000304924531178533,0.00801603206412826
"mozambique",2,3.38805034642815e-05,0.00400801603206413
"mozilla",3,5.08207551964222e-05,0.00601202404809619
"mpcdgamevcd",1,1.69402517321407e-05,0.00200400801603206
"mpeg",2,3.38805034642815e-05,0.00200400801603206
"mph",11,0.000186342769053548,0.0100200400801603
"mpixels",1,1.69402517321407e-05,0.00200400801603206
"mplayer",2,3.38805034642815e-05,0.00400801603206413
"mpreferredstackboundary",1,1.69402517321407e-05,0.00200400801603206
"mps",3,5.08207551964222e-05,0.00400801603206413
"mqcnazaypnsaaaeeapgthanyitutnawfbumfpcblqxdeuhfxtuolodz",1,1.69402517321407e-05,0.00200400801603206
"mrs",4,6.7761006928563e-05,0.00801603206412826
"mrsrobinsonbellsouthnet",1,1.69402517321407e-05,0.00200400801603206
"msdossys",1,1.69402517321407e-05,0.00200400801603206
"msg",2,3.38805034642815e-05,0.00200400801603206
"msgchange",1,1.69402517321407e-05,0.00200400801603206
"msgs",9,0.000152462265589267,0.00400801603206413
"msn",19,0.000321864782910674,0.0380761523046092
"mta",1,1.69402517321407e-05,0.00200400801603206
"much",6,0.000101641510392844,0.0120240480961924
"muchlittle",1,1.69402517321407e-05,0.00200400801603206
"muddled",2,3.38805034642815e-05,0.00400801603206413
"muddy",1,1.69402517321407e-05,0.00200400801603206
"muehlbauer",3,5.08207551964222e-05,0.00200400801603206
"muehlbauerpp",1,1.69402517321407e-05,0.00200400801603206
"mugabe",1,1.69402517321407e-05,0.00200400801603206
"mulitple",1,1.69402517321407e-05,0.00200400801603206
"mullahs",2,3.38805034642815e-05,0.00400801603206413
"multi",2,3.38805034642815e-05,0.00400801603206413
"multibillion",1,1.69402517321407e-05,0.00200400801603206
"multics",1,1.69402517321407e-05,0.00200400801603206
"multicultural",1,1.69402517321407e-05,0.00200400801603206
"multiculturalism",2,3.38805034642815e-05,0.00200400801603206
"multimedia",2,3.38805034642815e-05,0.00400801603206413
"multimillionpound",1,1.69402517321407e-05,0.00200400801603206
"multinational",2,3.38805034642815e-05,0.00200400801603206
"multipart",3,5.08207551964222e-05,0.00601202404809619
"multiplayer",2,3.38805034642815e-05,0.00200400801603206
"multiple",15,0.000254103775982111,0.0220440881763527
"multiprocess",6,0.000101641510392844,0.00801603206412826
"multiprogramming",1,1.69402517321407e-05,0.00200400801603206
"multipurpose",1,1.69402517321407e-05,0.00200400801603206
"multisession",2,3.38805034642815e-05,0.00200400801603206
"multithreaded",4,6.7761006928563e-05,0.00801603206412826
"multithreading",4,6.7761006928563e-05,0.00601202404809619
"mum",1,1.69402517321407e-05,0.00200400801603206
"munich",1,1.69402517321407e-05,0.00200400801603206
"munnariozau",1,1.69402517321407e-05,0.00200400801603206
"munpack",2,3.38805034642815e-05,0.00200400801603206
"muppet",1,1.69402517321407e-05,0.00200400801603206
"murcko",1,1.69402517321407e-05,0.00200400801603206
"murder",16,0.000271044027714252,0.0100200400801603
"murdered",2,3.38805034642815e-05,0.00400801603206413
"murderer",2,3.38805034642815e-05,0.00400801603206413
"murderers",1,1.69402517321407e-05,0.00200400801603206
"murderous",1,1.69402517321407e-05,0.00200400801603206
"murders",1,1.69402517321407e-05,0.00200400801603206
"murdoch",2,3.38805034642815e-05,0.00200400801603206
"murdochs",2,3.38805034642815e-05,0.00200400801603206
"murphy",19,0.000321864782910674,0.0380761523046092
"muscle",2,3.38805034642815e-05,0.00400801603206413
"muscles",1,1.69402517321407e-05,0.00200400801603206
"muscular",1,1.69402517321407e-05,0.00200400801603206
"muses",1,1.69402517321407e-05,0.00200400801603206
"museum",3,5.08207551964222e-05,0.00601202404809619
"mushroom",1,1.69402517321407e-05,0.00200400801603206
"music",24,0.000406566041571378,0.0260521042084168
"musical",3,5.08207551964222e-05,0.00601202404809619
"musician",1,1.69402517321407e-05,0.00200400801603206
"musicians",1,1.69402517321407e-05,0.00200400801603206
"musicno",1,1.69402517321407e-05,0.00200400801603206
"muslim",3,5.08207551964222e-05,0.00400801603206413
"muslims",6,0.000101641510392844,0.00601202404809619
"musser",6,0.000101641510392844,0.00601202404809619
"musserbrdatabase",1,1.69402517321407e-05,0.00200400801603206
"must",3,5.08207551964222e-05,0.00601202404809619
"muted",1,1.69402517321407e-05,0.00200400801603206
"mutt",1,1.69402517321407e-05,0.00200400801603206
"mutual",3,5.08207551964222e-05,0.00601202404809619
"mutually",1,1.69402517321407e-05,0.00200400801603206
"mwrgemksxhtwjvcfcglomdurwgxgzmmauasjawqznhfqcyuicdmcadhroinuiysaosgwf",1,1.69402517321407e-05,0.00200400801603206
"myself",6,0.000101641510392844,0.0120240480961924
"mysql",4,6.7761006928563e-05,0.00400801603206413
"mysqldevel",4,6.7761006928563e-05,0.00400801603206413
"mysterious",1,1.69402517321407e-05,0.00200400801603206
"mystery",5,8.47012586607037e-05,0.0100200400801603
"mystical",2,3.38805034642815e-05,0.00200400801603206
"mystification",1,1.69402517321407e-05,0.00200400801603206
"mystique",1,1.69402517321407e-05,0.00200400801603206
"mythical",1,1.69402517321407e-05,0.00200400801603206
"myths",1,1.69402517321407e-05,0.00200400801603206
"naagbwedkayayagaadeaaaalaaiaaqaaaamajgaaaaaaawaaaaaaabaadkaohxzserqwgeeada",1,1.69402517321407e-05,0.00200400801603206
"nabeel",1,1.69402517321407e-05,0.00200400801603206
"nah",2,3.38805034642815e-05,0.00400801603206413
"nail",5,8.47012586607037e-05,0.00400801603206413
"nailed",3,5.08207551964222e-05,0.00400801603206413
"naisimari",1,1.69402517321407e-05,0.00200400801603206
"naisimaris",1,1.69402517321407e-05,0.00200400801603206
"naive",1,1.69402517321407e-05,0.00200400801603206
"name",29,0.000491267300232081,0.0501002004008016
"nameaa",8,0.000135522013857126,0.00200400801603206
"nameaddnbsp",1,1.69402517321407e-05,0.00200400801603206
"namebrand",1,1.69402517321407e-05,0.00200400801603206
"named",4,6.7761006928563e-05,0.00801603206412826
"namedescription",1,1.69402517321407e-05,0.00200400801603206
"namedgenerator",1,1.69402517321407e-05,0.00200400801603206
"namegenerator",1,1.69402517321407e-05,0.00200400801603206
"namekeywords",1,1.69402517321407e-05,0.00200400801603206
"namely",1,1.69402517321407e-05,0.00200400801603206
"namemodname",1,1.69402517321407e-05,0.00200400801603206
"namerobots",1,1.69402517321407e-05,0.00200400801603206
"names",4,6.7761006928563e-05,0.00801603206412826
"namexxdesxxemailaddress",1,1.69402517321407e-05,0.00200400801603206
"namexxdesxxemailtype",1,1.69402517321407e-05,0.00200400801603206
"namexxdesxxfromaddress",1,1.69402517321407e-05,0.00200400801603206
"namexxdesxxfromname",1,1.69402517321407e-05,0.00200400801603206
"namexxdesxxpage",1,1.69402517321407e-05,0.00200400801603206
"namexxdesxxsubscribeop",2,3.38805034642815e-05,0.00200400801603206
"namexxdesxxuser",1,1.69402517321407e-05,0.00200400801603206
"namibia",1,1.69402517321407e-05,0.00200400801603206
"namibian",3,5.08207551964222e-05,0.00200400801603206
"naming",1,1.69402517321407e-05,0.00200400801603206
"narrow",3,5.08207551964222e-05,0.00601202404809619
"nash",1,1.69402517321407e-05,0.00200400801603206
"nasl",1,1.69402517321407e-05,0.00200400801603206
"nasty",7,0.000118581762124985,0.0100200400801603
"nated",4,6.7761006928563e-05,0.00400801603206413
"nation",6,0.000101641510392844,0.00801603206412826
"national",29,0.000491267300232081,0.032064128256513
"nationalism",1,1.69402517321407e-05,0.00200400801603206
"nationalities",1,1.69402517321407e-05,0.00200400801603206
"nationals",2,3.38805034642815e-05,0.00400801603206413
"nations",10,0.000169402517321407,0.0160320641282565
"nationwide",2,3.38805034642815e-05,0.00400801603206413
"native",6,0.000101641510392844,0.0120240480961924
"nato",1,1.69402517321407e-05,0.00200400801603206
"natural",11,0.000186342769053548,0.0140280561122244
"naturally",2,3.38805034642815e-05,0.00400801603206413
"nature",9,0.000152462265589267,0.0180360721442886
"natures",1,1.69402517321407e-05,0.00200400801603206
"navajo",1,1.69402517321407e-05,0.00200400801603206
"navi",1,1.69402517321407e-05,0.00200400801603206
"nazi",1,1.69402517321407e-05,0.00200400801603206
"naziappeasing",1,1.69402517321407e-05,0.00200400801603206
"nazis",1,1.69402517321407e-05,0.00200400801603206
"ncient",1,1.69402517321407e-05,0.00200400801603206
"ncis",9,0.000152462265589267,0.00200400801603206
"near",16,0.000271044027714252,0.032064128256513
"nearby",2,3.38805034642815e-05,0.00400801603206413
"nearest",3,5.08207551964222e-05,0.00601202404809619
"nearing",2,3.38805034642815e-05,0.00200400801603206
"nearly",13,0.00022022327251783,0.0180360721442886
"nearlyfull",2,3.38805034642815e-05,0.00400801603206413
"nearlyportable",1,1.69402517321407e-05,0.00200400801603206
"neary",7,0.000118581762124985,0.0120240480961924
"neat",3,5.08207551964222e-05,0.00601202404809619
"neatly",1,1.69402517321407e-05,0.00200400801603206
"necessarily",6,0.000101641510392844,0.0120240480961924
"necessary",2,3.38805034642815e-05,0.00400801603206413
"necessity",1,1.69402517321407e-05,0.00200400801603206
"neck",1,1.69402517321407e-05,0.00200400801603206
"ned",1,1.69402517321407e-05,0.00200400801603206
"nedra",1,1.69402517321407e-05,0.00200400801603206
"need",4,6.7761006928563e-05,0.00801603206412826
"needed",4,6.7761006928563e-05,0.00801603206412826
"neediness",2,3.38805034642815e-05,0.00400801603206413
"needle",1,1.69402517321407e-05,0.00200400801603206
"needlessly",1,1.69402517321407e-05,0.00200400801603206
"neednt",1,1.69402517321407e-05,0.00200400801603206
"needs",6,0.000101641510392844,0.0120240480961924
"needy",2,3.38805034642815e-05,0.00400801603206413
"negative",4,6.7761006928563e-05,0.00801603206412826
"neglect",1,1.69402517321407e-05,0.00200400801603206
"negligible",1,1.69402517321407e-05,0.00200400801603206
"negligibly",1,1.69402517321407e-05,0.00200400801603206
"negotiated",2,3.38805034642815e-05,0.00200400801603206
"negotiation",1,1.69402517321407e-05,0.00200400801603206
"negotiations",2,3.38805034642815e-05,0.00200400801603206
"neighbor",4,6.7761006928563e-05,0.00801603206412826
"neighborhood",3,5.08207551964222e-05,0.00601202404809619
"neighbour",1,1.69402517321407e-05,0.00200400801603206
"neighbourhoods",3,5.08207551964222e-05,0.00400801603206413
"neighbouring",2,3.38805034642815e-05,0.00400801603206413
